Species,Long,Lat
Manatee,-80.338571,25.355561
Manatee,-80.327934,25.419606
Manatee,-80.33436,25.465318
Manatee,-80.339693,25.468253
Manatee,-80.346942,25.467761
Manatee,-80.346954,25.469975
Manatee,-80.347099,25.518871
Manatee,-80.300865,25.617747
Manatee,-80.17051,25.701087
Manatee,-80.167381,25.712559
Manatee,-80.166205,25.734672
Manatee,-80.144765,25.759607
Manatee,-80.242575,25.794413
Manatee,-80.220967,26.092779
Manatee,-81.324842,25.898663
Manatee,-81.323647,25.899488
Manatee,-81.325572,25.899526
Manatee,-81.32399,25.900191
Manatee,-80.152129,25.763483
Manatee,-80.155687,25.763583
Manatee,-80.182168,25.758934
Manatee,-80.181852,25.761979
Manatee,-80.179651,25.764494
Manatee,-80.229395,25.784391
Manatee,-80.226995,25.786006
Manatee,-80.239287,25.792528
Manatee,-80.194129,25.769237
Manatee,-80.196955,25.768658
Manatee,-80.198265,25.769324
Manatee,-80.19852,25.769746
Manatee,-80.201832,25.774433
Manatee,-80.202055,25.774883
Manatee,-80.203947,25.777069
Manatee,-80.209672,25.783736
Manatee,-80.176077,25.80166
Manatee,-80.175337,25.804717
Manatee,-80.174308,25.841859
Manatee,-80.178832,25.845345
Manatee,-80.099856,26.206406
Manatee,-80.097946,26.213174
Manatee,-80.108903,26.120506
Manatee,-80.106593,26.126273
Manatee,-80.107809,26.127882
Manatee,-80.10894,26.128522
Manatee,-80.109604,26.130008
Manatee,-80.109571,26.132082
Manatee,-80.10868,26.134812
Manatee,-80.108185,26.135299
Manatee,-80.108316,26.149721
Manatee,-80.105377,26.156364
Manatee,-80.113335,26.081764
Manatee,-80.113221,26.084277
Manatee,-80.113047,26.086193
Manatee,-80.114874,26.091552
Manatee,-80.108208,26.094559
Manatee,-80.111656,26.094514
Manatee,-80.115131,26.094433
Manatee,-80.116378,26.094767
Manatee,-80.11691,26.096988
Manatee,-80.118885,26.110235
Manatee,-80.179179,25.846347
Manatee,-80.185694,25.846367
Manatee,-80.1508,25.796978
Manatee,-80.151648,25.794437
Manatee,-80.153026,25.796653
Manatee,-80.157264,25.88996
Manatee,-80.160656,25.889788
Manatee,-80.154331,25.894582
Manatee,-80.156983,25.899323
Manatee,-80.158513,25.897295
Manatee,-80.165759,25.89433
Manatee,-82.75917,28.146348
Manatee,-82.759112,28.146958
Manatee,-82.759661,28.147091
Manatee,-82.76097,28.147422
Manatee,-82.762083,28.147284
Manatee,-81.988831,26.550734
Manatee,-81.991253,26.557556
Manatee,-82.041695,26.642283
Manatee,-82.044417,26.642715
Manatee,-81.997499,26.536646
Manatee,-80.082806,26.254659
Manatee,-80.60329,28.163455
Manatee,-80.604112,28.163418
Manatee,-80.604641,28.16344
Manatee,-80.605269,28.163408
Manatee,-80.606498,28.163142
Manatee,-80.608746,28.169645
Manatee,-80.608107,28.166316
Manatee,-80.608014,28.165408
Manatee,-80.606781,28.16069
Manatee,-80.549229,27.988751
Manatee,-80.63029,28.152906
Manatee,-80.623109,28.140637
Manatee,-80.639452,28.126408
Manatee,-80.641214,28.126629
Manatee,-80.611665,28.07507
Manatee,-80.613137,28.074582
Manatee,-80.613886,28.074791
Manatee,-80.615288,28.074741
Manatee,-80.609934,28.10893
Manatee,-80.596109,28.020364
Manatee,-80.593542,28.016826
Manatee,-80.603057,28.164531
Manatee,-80.603054,28.164097
Manatee,-80.609933,28.178778
Manatee,-80.609791,28.176415
Manatee,-80.518916,27.92582
Manatee,-80.148054,26.059588
Manatee,-80.151948,26.059626
Manatee,-80.169528,26.068098
Manatee,-80.202763,26.067578
Manatee,-80.197669,26.06659
Manatee,-80.199021,26.069299
Manatee,-80.19899,26.070204
Manatee,-80.197636,26.070286
Manatee,-80.196682,26.070283
Manatee,-80.194859,26.070495
Manatee,-80.192469,26.070262
Manatee,-80.190032,26.071768
Manatee,-80.189664,26.076314
Manatee,-80.190111,26.076804
Manatee,-80.191007,26.07696
Manatee,-80.191992,26.075651
Manatee,-80.190551,26.074788
Manatee,-80.190777,26.073614
Manatee,-80.189672,26.07338
Manatee,-81.797424,26.342687
Manatee,-80.187615,26.072309
Manatee,-80.188903,26.077641
Manatee,-80.186847,26.078466
Manatee,-80.185762,26.077279
Manatee,-80.185597,26.076296
Manatee,-80.184879,26.077517
Manatee,-80.183388,26.080791
Manatee,-80.182023,26.079655
Manatee,-82.403274,27.793016
Manatee,-82.417781,27.797212
Manatee,-82.41637,27.794308
Manatee,-82.412864,27.793368
Manatee,-82.4118,27.793284
Manatee,-82.41065,27.793571
Manatee,-82.409703,27.793203
Manatee,-82.404072,27.79321
Manatee,-82.402503,27.793305
Manatee,-82.401278,27.793374
Manatee,-80.141158,25.756803
Manatee,-81.737715,26.719246
Manatee,-82.056622,26.7612
Manatee,-82.057837,26.763048
Manatee,-80.376886,25.17314
Manatee,-80.379612,25.170134
Manatee,-80.380492,25.168129
Manatee,-80.381449,25.170231
Manatee,-80.411984,25.132848
Manatee,-80.411985,25.130371
Manatee,-80.413124,25.130258
Manatee,-80.430136,25.108937
Manatee,-80.45716,25.082894
Manatee,-80.182255,26.133583
Manatee,-80.178727,26.132471
Manatee,-80.609754,28.200936
Manatee,-80.604357,28.200954
Manatee,-80.606052,28.200954
Manatee,-80.616375,28.21093
Manatee,-80.608738,28.20369
Manatee,-80.612531,28.200743
Manatee,-80.612279,28.197544
Manatee,-80.745716,28.425796
Manatee,-80.698121,28.380045
Manatee,-82.600673,28.798237
Manatee,-82.591314,28.798716
Manatee,-82.590596,28.798808
Manatee,-82.590127,28.798518
Manatee,-82.590553,28.798365
Manatee,-82.589354,28.799082
Manatee,-82.590135,28.799147
Manatee,-81.726659,25.939224
Manatee,-81.71928,25.939846
Manatee,-81.720358,25.945091
Manatee,-81.721673,25.947002
Manatee,-81.722761,25.946619
Manatee,-80.32327,27.451468
Manatee,-80.069567,26.420593
Manatee,-80.071041,26.389393
Manatee,-80.07485,26.360299
Manatee,-80.078745,26.334367
Manatee,-80.079838,26.324524
Manatee,-80.052496,26.546916
Manatee,-80.052376,26.539102
Manatee,-80.065064,26.452809
Manatee,-80.058476,26.496799
Manatee,-80.065064,26.423862
Manatee,-80.068522,26.404167
Manatee,-80.043301,26.591179
Manatee,-80.174736,26.092809
Manatee,-80.180706,26.089961
Manatee,-80.046259,26.585458
Manatee,-80.043934,26.610149
Manatee,-80.050519,26.76396
Manatee,-80.229117,27.19048
Manatee,-80.135567,25.894067
Manatee,-80.278985,25.653222
Manatee,-80.278865,25.655867
Manatee,-80.282577,25.668294
Manatee,-80.282911,25.66849
Manatee,-80.283283,25.66875
Manatee,-80.270406,25.684867
Manatee,-80.272319,25.727423
Manatee,-80.26715,25.729305
Manatee,-80.266974,25.72951
Manatee,-80.266697,25.72956
Manatee,-80.266606,25.729748
Manatee,-80.264505,25.730006
Manatee,-80.268724,25.728041
Manatee,-80.269313,25.727818
Manatee,-80.273061,25.731404
Manatee,-80.275299,25.735578
Manatee,-80.271536,25.729699
Manatee,-80.272303,25.725778
Manatee,-80.27297,25.723995
Manatee,-80.268,25.725499
Manatee,-80.279359,25.708746
Manatee,-80.279882,25.709552
Manatee,-80.279386,25.710779
Manatee,-80.279294,25.71196
Manatee,-82.630122,28.783651
Manatee,-82.619179,28.903965
Manatee,-82.616656,28.903559
Manatee,-82.590345,28.887896
Manatee,-82.589857,28.887867
Manatee,-82.589353,28.888714
Manatee,-80.127728,26.327686
Manatee,-80.123742,26.327753
Manatee,-80.080647,26.320772
Manatee,-80.081143,26.315408
Manatee,-80.08117,26.313894
Manatee,-80.103603,26.177894
Manatee,-80.107961,26.15048
Manatee,-80.109833,26.130784
Manatee,-80.10733,26.12277
Manatee,-80.114252,26.11118
Manatee,-80.156661,26.112484
Manatee,-80.12516,26.115503
Manatee,-80.13039,26.116807
Manatee,-80.080649,26.279845
Manatee,-80.11878,26.078612
Manatee,-80.11662,26.078412
Manatee,-80.117992,26.077447
Manatee,-80.119745,26.078463
Manatee,-80.120425,26.079854
Manatee,-80.12008,26.081776
Manatee,-80.124147,26.082953
Manatee,-80.116914,26.030805
Manatee,-80.187504,26.037629
Manatee,-80.127981,26.060313
Manatee,-80.192961,26.070209
Manatee,-80.191419,26.070751
Manatee,-80.185805,26.073326
Manatee,-80.185077,26.075607
Manatee,-80.102754,26.191489
Manatee,-81.388999,25.845234
Manatee,-81.715225,25.924762
Manatee,-81.705257,25.910381
Manatee,-81.372175,25.829456
Manatee,-81.361078,25.821171
Manatee,-81.458522,25.814332
Manatee,-81.325609,25.899455
Manatee,-81.32524,25.899948
Manatee,-81.324974,25.900575
Manatee,-81.324267,25.900287
Manatee,-81.32368,25.899381
Manatee,-81.324838,25.897961
Manatee,-81.32591,25.894655
Manatee,-81.338675,25.902235
Manatee,-81.367759,25.905151
Manatee,-81.366929,25.906514
Manatee,-81.364584,25.908315
Manatee,-81.362621,25.911454
Manatee,-81.463491,25.891425
Manatee,-82.589163,28.888667
Manatee,-82.588858,28.888381
Manatee,-82.589414,28.888217
Manatee,-82.589664,28.888044
Manatee,-82.591667,28.887923
Manatee,-82.590691,28.888252
Manatee,-82.591253,28.888954
Manatee,-82.592746,28.891215
Manatee,-82.592729,28.890417
Manatee,-82.592119,28.889267
Manatee,-82.592873,28.889751
Manatee,-82.594938,28.89088
Manatee,-82.594959,28.890284
Manatee,-82.597023,28.891472
Manatee,-82.604849,28.892658
Manatee,-82.605408,28.893641
Manatee,-82.606496,28.894581
Manatee,-82.600485,28.893842
Manatee,-82.598452,28.894489
Manatee,-82.591627,28.894647
Manatee,-82.59054,28.894678
Manatee,-82.590261,28.895211
Manatee,-82.590066,28.895042
Manatee,-82.608429,28.895659
Manatee,-82.609032,28.896272
Manatee,-82.608898,28.897165
Manatee,-82.63125,28.696975
Manatee,-82.618845,28.703416
Manatee,-82.61977,28.704911
Manatee,-82.613137,28.706705
Manatee,-82.613563,28.714128
Manatee,-82.59765,28.721078
Manatee,-82.584395,28.71469
Manatee,-82.575252,28.715634
Manatee,-82.585125,28.824416
Manatee,-82.588683,28.823451
Manatee,-82.669306,28.771281
Manatee,-82.664627,28.886497
Manatee,-82.72954,28.960791
Manatee,-82.726069,28.95995
Manatee,-82.722969,28.959874
Manatee,-82.714596,28.959607
Manatee,-82.711061,28.959527
Manatee,-82.7078,28.959307
Manatee,-82.70057,28.958907
Manatee,-82.655023,28.899916
Manatee,-82.648341,28.91254
Manatee,-82.64255,28.904502
Manatee,-82.630957,28.905533
Manatee,-82.591666,28.880839
Manatee,-82.595894,28.881739
Manatee,-82.595088,28.882124
Manatee,-82.594002,28.882006
Manatee,-82.593599,28.881681
Manatee,-82.594898,28.880991
Manatee,-82.595615,28.881045
Manatee,-82.595316,28.88068
Manatee,-82.594903,28.880638
Manatee,-82.596153,28.879831
Manatee,-82.597789,28.87939
Manatee,-82.596859,28.880734
Manatee,-82.597111,28.881423
Manatee,-82.596384,28.883798
Manatee,-82.597218,28.883177
Manatee,-82.599427,28.882208
Manatee,-82.599522,28.883257
Manatee,-82.599159,28.884417
Manatee,-82.597635,28.88625
Manatee,-82.752895,29.002424
Manatee,-81.341523,28.943222
Manatee,-81.341722,28.943094
Manatee,-80.115175,26.052154
Manatee,-80.122419,25.983199
Manatee,-80.11922,26.00078
Manatee,-80.120287,26.006001
Manatee,-80.163146,26.026677
Manatee,-80.169127,26.012651
Manatee,-82.597425,28.880126
Manatee,-82.597602,28.881615
Manatee,-82.598332,28.88188
Manatee,-82.598971,28.881629
Manatee,-82.599507,28.88182
Manatee,-82.599859,28.881037
Manatee,-82.600477,28.881229
Manatee,-82.592383,28.881649
Manatee,-82.593441,28.881759
Manatee,-82.594091,28.881952
Manatee,-82.594708,28.882144
Manatee,-82.595064,28.88239
Manatee,-82.594044,28.883038
Manatee,-82.595746,28.882611
Manatee,-82.596884,28.882909
Manatee,-82.595265,28.884522
Manatee,-82.599332,28.885206
Manatee,-82.600599,28.885591
Manatee,-82.594889,28.885777
Manatee,-82.596221,28.887434
Manatee,-82.596963,28.888099
Manatee,-82.597696,28.889436
Manatee,-82.593632,28.886167
Manatee,-82.603069,28.887855
Manatee,-82.603376,28.889324
Manatee,-82.607402,28.880572
Manatee,-81.341649,28.94308
Manatee,-81.341304,28.943302
Manatee,-81.341084,28.943486
Manatee,-81.340756,28.943649
Manatee,-81.340366,28.94394
Manatee,-81.340022,28.94411
Manatee,-81.339859,28.944311
Manatee,-81.339606,28.944521
Manatee,-81.339394,28.944751
Manatee,-81.339262,28.945027
Manatee,-81.820324,26.695038
Manatee,-81.823527,26.694701
Manatee,-81.826745,26.691951
Manatee,-81.829925,26.691137
Manatee,-81.838303,26.691835
Manatee,-81.833494,26.690806
Manatee,-81.853806,26.677209
Manatee,-81.875098,26.664279
Manatee,-82.063271,26.631462
Manatee,-81.926585,26.553707
Manatee,-81.893383,26.651658
Manatee,-81.962347,26.524729
Manatee,-81.966947,26.532044
Manatee,-82.061988,26.761384
Manatee,-82.055739,26.761139
Manatee,-81.812828,26.686682
Manatee,-82.05472,26.463985
Manatee,-82.055688,26.46258
Manatee,-82.079802,26.456816
Manatee,-82.095324,26.459435
Manatee,-81.816894,26.336542
Manatee,-81.816857,26.337054
Manatee,-81.821401,26.336935
Manatee,-81.994483,26.545082
Manatee,-81.994246,26.546414
Manatee,-81.996009,26.54601
Manatee,-81.985608,26.550292
Manatee,-81.983989,26.554464
Manatee,-82.074639,26.647111
Manatee,-82.043063,26.639229
Manatee,-82.043715,26.63941
Manatee,-82.044561,26.639479
Manatee,-82.044538,26.642554
Manatee,-82.044828,26.64333
Manatee,-82.041754,26.65121
Manatee,-82.043675,26.64799
Manatee,-82.041974,26.642543
Manatee,-81.838435,26.683404
Manatee,-81.836362,26.67193
Manatee,-81.857807,26.654625
Manatee,-81.895102,26.605171
Manatee,-81.852145,26.489653
Manatee,-81.851919,26.4898
Manatee,-81.852137,26.489245
Manatee,-81.852381,26.489013
Manatee,-81.852657,26.489153
Manatee,-81.852667,26.489897
Manatee,-81.852072,26.490138
Manatee,-81.85245,26.490766
Manatee,-81.852502,26.490989
Manatee,-81.852048,26.490517
Manatee,-81.851676,26.49079
Manatee,-81.851536,26.491017
Manatee,-81.851601,26.490145
Manatee,-81.851587,26.489651
Manatee,-81.851187,26.488472
Manatee,-81.851516,26.488349
Manatee,-81.853043,26.488587
Manatee,-81.854442,26.488459
Manatee,-81.854266,26.485197
Manatee,-81.342013,28.942899
Manatee,-81.34121,28.943359
Manatee,-81.340912,28.943547
Manatee,-81.340748,28.943715
Manatee,-81.340522,28.943811
Manatee,-81.340285,28.943978
Manatee,-81.34012,28.944047
Manatee,-81.339428,28.944634
Manatee,-81.339375,28.944819
Manatee,-81.339243,28.945531
Manatee,-80.260252,25.705824
Manatee,-80.266764,25.708997
Manatee,-80.279756,25.709518
Manatee,-80.279283,25.711796
Manatee,-80.266935,25.729496
Manatee,-80.26617,25.729857
Manatee,-80.265192,25.729878
Manatee,-80.264542,25.729955
Manatee,-80.227975,25.785047
Manatee,-80.229414,25.784361
Manatee,-80.1448,25.741451
Manatee,-80.146086,25.746288
Manatee,-82.269006,27.053917
Manatee,-80.144335,25.747253
Manatee,-80.181723,25.754984
Manatee,-80.171167,25.751706
Manatee,-80.164973,25.75028
Manatee,-80.154934,25.755962
Manatee,-80.142082,25.757001
Manatee,-80.180627,25.775382
Manatee,-80.181571,25.801047
Manatee,-80.186523,25.796176
Manatee,-80.166118,25.82723
Manatee,-80.16705,25.827041
Manatee,-80.167583,25.827677
Manatee,-80.169484,25.82699
Manatee,-80.168876,25.827761
Manatee,-80.170463,25.828497
Manatee,-80.165204,25.826131
Manatee,-80.166113,25.825059
Manatee,-80.176032,25.844196
Manatee,-80.178552,25.845137
Manatee,-80.179415,25.846939
Manatee,-80.182419,25.846879
Manatee,-80.188171,25.851131
Manatee,-80.187935,25.851471
Manatee,-80.18565,25.846361
Manatee,-80.188451,25.849529
Manatee,-80.188355,25.850779
Manatee,-80.154628,25.806837
Manatee,-80.150658,25.807727
Manatee,-80.155823,25.807467
Manatee,-80.157649,25.806178
Manatee,-80.158843,25.80729
Manatee,-80.150078,25.809977
Manatee,-80.153379,25.885326
Manatee,-80.154889,25.896358
Manatee,-80.438837,25.273571
Manatee,-80.440449,25.280773
Manatee,-80.439593,25.276727
Manatee,-80.439936,25.278765
Manatee,-80.440794,25.282403
Manatee,-80.441258,25.284372
Manatee,-80.441611,25.286505
Manatee,-80.342664,25.351091
Manatee,-80.33851,25.351307
Manatee,-80.338431,25.353722
Manatee,-80.338711,25.355221
Manatee,-80.325871,25.419766
Manatee,-80.336047,25.469103
Manatee,-80.334589,25.469665
Manatee,-80.336195,25.471327
Manatee,-80.339091,25.469343
Manatee,-80.346052,25.470203
Manatee,-80.346906,25.469739
Manatee,-80.347027,25.470372
Manatee,-80.344818,25.519322
Manatee,-80.3471,25.518895
Manatee,-80.305749,25.610647
Manatee,-80.286647,25.628715
Manatee,-80.1723,25.701905
Manatee,-80.167767,25.712371
Manatee,-81.508989,25.956923
Manatee,-81.509407,25.957617
Manatee,-81.509487,25.958306
Manatee,-81.509527,25.958879
Manatee,-81.514097,25.893503
Manatee,-81.508798,25.898605
Manatee,-81.606859,25.898639
Manatee,-82.001699,26.511345
Manatee,-81.762521,26.717327
Manatee,-80.130224,26.116645
Manatee,-80.152523,26.115577
Manatee,-80.122838,25.978687
Manatee,-80.122262,25.983824
Manatee,-80.08298,26.263251
Manatee,-80.124573,26.084149
Manatee,-80.124333,26.083732
Manatee,-80.123887,26.082842
Manatee,-80.121075,26.082934
Manatee,-80.120051,26.081884
Manatee,-80.120042,26.08092
Manatee,-80.120418,26.079872
Manatee,-80.120032,26.079403
Manatee,-80.119842,26.078472
Manatee,-80.118544,26.078588
Manatee,-80.117409,26.078632
Manatee,-80.116048,26.078441
Manatee,-80.115234,26.078666
Manatee,-80.118155,26.077604
Manatee,-80.119124,26.077478
Manatee,-80.118668,26.077179
Manatee,-80.118976,26.076864
Manatee,-80.117498,26.076392
Manatee,-80.11315,26.085097
Manatee,-80.113883,26.078379
Manatee,-80.114747,26.062213
Manatee,-80.117172,26.0251
Manatee,-80.121432,25.988237
Manatee,-80.11925,26.001808
Manatee,-80.11965,26.009691
Manatee,-80.169942,26.024095
Manatee,-80.167804,26.02388
Manatee,-80.161843,26.034996
Manatee,-80.186638,26.038141
Manatee,-80.193057,26.067797
Manatee,-80.191383,26.070637
Manatee,-80.185885,26.072929
Manatee,-80.187061,26.134146
Manatee,-82.58933,28.887945
Manatee,-82.589567,28.888013
Manatee,-82.589792,28.887989
Manatee,-82.589575,28.888749
Manatee,-82.58928,28.888645
Manatee,-82.588971,28.888371
Manatee,-82.590863,28.888398
Manatee,-82.591119,28.888787
Manatee,-82.591548,28.889063
Manatee,-82.592753,28.889833
Manatee,-82.593258,28.889859
Manatee,-82.592672,28.890997
Manatee,-82.592645,28.891233
Manatee,-82.593303,28.891411
Manatee,-82.594226,28.890026
Manatee,-82.594599,28.890166
Manatee,-82.595825,28.890578
Manatee,-82.596191,28.890653
Manatee,-82.590318,28.895212
Manatee,-81.795864,26.690841
Manatee,-81.796843,26.691021
Manatee,-81.797018,26.692668
Manatee,-81.796101,26.692947
Manatee,-81.796564,26.693412
Manatee,-81.796337,26.694374
Manatee,-81.797155,26.695431
Manatee,-81.797504,26.695286
Manatee,-81.796452,26.695651
Manatee,-81.798137,26.695601
Manatee,-81.796236,26.696906
Manatee,-81.800149,26.696244
Manatee,-81.801251,26.696566
Manatee,-81.802044,26.697437
Manatee,-81.804988,26.696187
Manatee,-81.809065,26.694803
Manatee,-81.80382,26.693842
Manatee,-81.804233,26.691313
Manatee,-81.806106,26.690351
Manatee,-81.807634,26.69499
Manatee,-81.807521,26.689935
Manatee,-81.81113,26.694931
Manatee,-81.813267,26.69466
Manatee,-81.903222,26.599872
Manatee,-81.898338,26.590739
Manatee,-81.932492,26.564856
Manatee,-81.951579,26.540255
Manatee,-81.975549,26.535889
Manatee,-82.004206,26.532657
Manatee,-82.11197,26.68773
Manatee,-82.092813,26.693817
Manatee,-80.275059,25.707074
Manatee,-80.267149,25.712799
Manatee,-80.274653,25.73494
Manatee,-80.272511,25.729461
Manatee,-80.264473,25.729975
Manatee,-80.266408,25.729777
Manatee,-80.267475,25.729084
Manatee,-80.268181,25.728489
Manatee,-80.269483,25.727756
Manatee,-80.269675,25.727197
Manatee,-80.234534,25.724379
Manatee,-80.221519,25.735013
Manatee,-80.217993,25.733842
Manatee,-80.167306,25.684062
Manatee,-80.164619,25.713173
Manatee,-80.148637,25.715186
Manatee,-80.198043,25.74514
Manatee,-80.237979,25.791686
Manatee,-80.20723,25.780229
Manatee,-80.221474,25.784584
Manatee,-80.223703,25.786276
Manatee,-80.225774,25.786146
Manatee,-80.22714,25.785486
Manatee,-82.108156,26.682758
Manatee,-82.10606,26.674492
Manatee,-82.104831,26.671615
Manatee,-82.099218,26.656034
Manatee,-82.093046,26.650743
Manatee,-80.272839,25.707203
Manatee,-80.26722,25.708739
Manatee,-80.265153,25.709866
Manatee,-80.250118,25.702658
Manatee,-80.162714,25.741598
Manatee,-80.146234,25.746224
Manatee,-80.145451,25.746861
Manatee,-80.141762,25.756319
Manatee,-80.141171,25.756445
Manatee,-80.152177,25.757311
Manatee,-80.155692,25.756933
Manatee,-80.155941,25.759296
Manatee,-80.154487,25.761223
Manatee,-80.15371,25.762662
Manatee,-80.151096,25.763752
Manatee,-81.163348,25.489649
Manatee,-81.179796,25.473061
Manatee,-81.209217,25.497887
Manatee,-82.176521,26.806916
Manatee,-80.457092,25.082808
Manatee,-80.507936,27.822893
Manatee,-80.376183,25.173962
Manatee,-80.376671,25.17228
Manatee,-80.378654,25.170698
Manatee,-80.381366,25.167309
Manatee,-80.404851,25.133347
Manatee,-80.412121,25.132823
Manatee,-80.413146,25.127468
Manatee,-80.426561,25.114252
Manatee,-80.430155,25.10783
Manatee,-80.545224,24.989511
Manatee,-80.545494,24.985853
Manatee,-81.017257,24.721343
Manatee,-80.409132,25.240414
Manatee,-81.395436,25.777319
Manatee,-81.384569,25.758506
Manatee,-81.204085,25.706613
Manatee,-81.205648,25.705858
Manatee,-81.206385,25.708091
Manatee,-81.259333,25.632313
Manatee,-81.217378,25.552602
Manatee,-81.172417,25.557737
Manatee,-81.134024,25.616204
Manatee,-81.133735,25.61756
Manatee,-81.18233,25.555032
Manatee,-81.154488,25.557889
Manatee,-81.102088,25.556474
Manatee,-81.092572,25.553266
Manatee,-81.084083,25.569307
Manatee,-81.041295,25.56557
Manatee,-81.060129,25.557484
Manatee,-81.088532,25.55046
Manatee,-81.063578,25.532349
Manatee,-81.059725,25.533459
Manatee,-81.055124,25.531952
Manatee,-80.991785,25.479459
Manatee,-81.009339,25.491227
Manatee,-81.019141,25.495772
Manatee,-81.022762,25.497891
Manatee,-81.02625,25.497538
Manatee,-81.02998,25.49855
Manatee,-81.036048,25.499326
Manatee,-81.057942,25.501232
Manatee,-81.049157,25.500004
Manatee,-81.140778,25.42817
Manatee,-81.150926,25.416036
Manatee,-81.131476,25.418025
Manatee,-81.142123,25.411127
Manatee,-80.969701,25.411244
Manatee,-80.983989,25.413346
Manatee,-80.991211,25.415105
Manatee,-81.055407,25.365781
Manatee,-81.053291,25.366164
Manatee,-81.051637,25.366987
Manatee,-81.049696,25.368711
Manatee,-81.005388,25.360894
Manatee,-81.074802,25.284043
Manatee,-81.084447,25.284963
Manatee,-81.079614,25.285051
Manatee,-81.086576,25.279588
Manatee,-81.083749,25.276606
Manatee,-81.085556,25.275099
Manatee,-81.088782,25.277287
Manatee,-81.015919,25.219018
Manatee,-80.920809,25.277487
Manatee,-80.928439,25.205243
Manatee,-80.412333,25.138904
Manatee,-80.431292,25.10718
Manatee,-80.536735,25.004775
Manatee,-80.536871,25.002093
Manatee,-80.55385,24.976768
Manatee,-81.035323,24.730825
Manatee,-81.082162,24.710989
Manatee,-80.12424,25.960598
Manatee,-80.284818,25.642409
Manatee,-80.259398,25.68249
Manatee,-80.252678,25.68678
Manatee,-80.246458,25.708738
Manatee,-80.245357,25.704568
Manatee,-80.244986,25.701492
Manatee,-80.246312,25.70327
Manatee,-80.24836,25.704436
Manatee,-80.251066,25.70525
Manatee,-80.613909,28.315798
Manatee,-80.616404,28.317489
Manatee,-80.606924,28.161387
Manatee,-80.603279,28.163415
Manatee,-80.643699,28.126369
Manatee,-80.641231,28.126558
Manatee,-80.638496,28.125615
Manatee,-80.633009,28.123557
Manatee,-80.631263,28.124144
Manatee,-80.625998,28.12537
Manatee,-80.61161,28.075036
Manatee,-80.610901,28.074238
Manatee,-80.609979,28.07473
Manatee,-80.607324,28.074017
Manatee,-80.605666,28.075273
Manatee,-80.597374,28.073603
Manatee,-80.581504,28.0431
Manatee,-80.581411,28.038483
Manatee,-80.583299,28.032063
Manatee,-80.582826,28.031137
Manatee,-80.583962,28.030187
Manatee,-80.589687,28.027396
Manatee,-80.593226,28.020308
Manatee,-80.573313,28.028282
Manatee,-80.570723,28.021449
Manatee,-80.508877,27.902875
Manatee,-80.650942,28.185305
Manatee,-80.762054,28.470043
Manatee,-80.507592,27.830071
Manatee,-80.511963,27.834411
Manatee,-80.517816,27.835571
Manatee,-80.518857,27.838814
Manatee,-80.522054,27.834604
Manatee,-80.535416,27.831422
Manatee,-80.486283,27.883288
Manatee,-80.507615,27.827142
Manatee,-80.509019,27.822963
Manatee,-82.589296,28.799316
Manatee,-82.589929,28.799132
Manatee,-82.590508,28.798559
Manatee,-82.590771,28.798682
Manatee,-82.592423,28.799443
Manatee,-82.593524,28.799968
Manatee,-82.594274,28.800795
Manatee,-82.594593,28.801332
Manatee,-82.595725,28.801153
Manatee,-82.60609,28.794268
Manatee,-82.608734,28.791363
Manatee,-82.619725,28.785575
Manatee,-82.102211,26.652986
Manatee,-82.073317,26.638626
Manatee,-82.022345,26.496325
Manatee,-82.031858,26.513161
Manatee,-82.039055,26.501034
Manatee,-82.03959,26.484379
Manatee,-82.121081,26.705154
Manatee,-82.183781,26.702962
Manatee,-82.145839,26.769915
Manatee,-82.159777,26.768564
Manatee,-82.227221,26.7786
Manatee,-80.080137,26.944834
Manatee,-80.084555,26.93516
Manatee,-80.085537,26.937572
Manatee,-80.088114,26.938718
Manatee,-80.140884,26.935275
Manatee,-80.099488,26.327664
Manatee,-80.072852,26.388641
Manatee,-80.079323,26.329095
Manatee,-80.072226,26.335987
Manatee,-80.076016,26.354961
Manatee,-80.073848,26.368505
Manatee,-80.072786,26.369989
Manatee,-80.049753,26.550484
Manatee,-80.051236,26.548466
Manatee,-80.053279,26.531812
Manatee,-80.063262,26.465839
Manatee,-80.064128,26.458996
Manatee,-80.061716,26.423418
Manatee,-80.068077,26.413517
Manatee,-80.068795,26.405276
Manatee,-80.050777,26.555354
Manatee,-80.050661,26.803491
Manatee,-80.045426,26.599246
Manatee,-80.039842,26.550032
Manatee,-80.055563,26.824913
Manatee,-80.050459,26.810967
Manatee,-80.048477,26.80486
Manatee,-80.043877,26.606045
Manatee,-80.04306,26.765388
Manatee,-80.045751,26.725975
Manatee,-80.043806,26.617105
Manatee,-80.046724,26.795182
Manatee,-80.049718,26.773033
Manatee,-80.050735,26.775357
Manatee,-80.048002,26.779064
Manatee,-80.046033,26.783777
Manatee,-80.050283,26.764452
Manatee,-82.408289,27.793364
Manatee,-82.40133,27.793392
Manatee,-82.40159,27.793261
Manatee,-82.401859,27.793273
Manatee,-82.402184,27.793151
Manatee,-82.403092,27.793171
Manatee,-82.401773,27.79666
Manatee,-82.417397,27.799222
Manatee,-82.417667,27.798248
Manatee,-82.41503,27.793572
Manatee,-82.420261,27.79404
Manatee,-82.422834,27.789185
Manatee,-82.422418,27.903906
Manatee,-82.422361,27.905049
